transcript_id	gene_id	gene_name	csf	cleaner_gene_biotype	cleaner_transcript_biotype	hESC_rep1	hESC_rep2	endo_rep1	endo_rep2	meso_rep1	meso_rep2	hESC_mean	endo_mean	meso_mean	overall_mean	threshold	qval_hESC_endo	qval_hESC_meso	endo_hESC_log2fc	meso_hESC_log2fc	lin
ENST00000259915.12_1	ENSG00000204531.16_2	POU5F1	protein_coding	protein_coding	protein_coding	1825.3557147718798	1753.41458032138	21.8249344957067	22.4184976006886	12.2574524820768	15.6428954796491	1789.3851475466302	22.121716048197648	13.95017398086295	608.4856791918969	expressed	0.000294335267131665	0.0028240853672495602	-6.274877687327157	-6.90396388940989	hESC
ENST00000259915.12_1	ENSG00000204531.16_2	POU5F1	protein_coding	protein_coding	protein_coding	1825.3557147718798	1753.41458032138	21.8249344957067	22.4184976006886	12.2574524820768	15.6428954796491	1789.3851475466302	22.121716048197648	13.95017398086295	608.4856791918969	expressed	0.000294335267131665	0.0028240853672495602	-6.274877687327157	-6.90396388940989	hESC
ENST00000441888.7_1	ENSG00000204531.16_2	POU5F1	protein_coding	protein_coding	protein_coding	0.3431103484103189	0.430791554848466	0.0	0.0	0.0	0.881606157727865	0.3869509516293925	0.0	0.4408030788639325	0.2759180101644417	expressed	0.0387268754041408	1.0	-0.4719167688495176	0.0549564004174845	hESC
ENST00000461401.1_1	ENSG00000204531.16_2	POU5F1	protein_coding	protein_coding	protein_coding	1.6469440344624902	1.28170137717844	0.0	0.0	0.0	0.0	1.464322705820465	0.0	0.0	0.4881075686068217	expressed	0.00839336519558144	0.009238787107281491	-1.3011911909363534	-1.3011911909363534	hESC
ENST00000471529.6_1	ENSG00000204531.16_2	POU5F1	protein_coding	protein_coding	protein_coding	0.419381936997655	0.166135402402212	0.22095251320041	0.166215761098013	0.23024316816861895	0.28289688268905105	0.2927586696999335	0.19358413714921152	0.256570025428835	0.2476376107593267	expressed	0.501389841585458	0.26746417819369295	-0.11515271280641733	-0.04096190892234823	hESC
ENST00000513407.1_1	ENSG00000204531.16_2	POU5F1	protein_coding	protein_coding	protein_coding	5.383432528731968	5.04113911879436	0.0569901815397258	0.223483812028048	0.0	0.0	5.212285823763165	0.1402369967838869	0.0	1.784174273515684	expressed	0.0109950670176468	0.0030900289044855	-2.445790490982324	-2.635124208836514	hESC
ENST00000620031.4_1	ENSG00000204531.16_2	POU5F1	protein_coding	protein_coding	protein_coding	0.813694019601999	0.622422835277486	0.0416208845308699	0.0	0.0413568990970721	0.0	0.7180584274397426	0.02081044226543495	0.02067844954853605	0.25318243975123783	expressed	0.0304789504700821	0.0426597643691476	-0.7510641080617135	-0.7512506633147275	hESC
ENST00000394485.4_1	ENSG00000187193.8_2	MT1X	protein_coding	protein_coding	protein_coding	725.184436800629	884.780099306263	0.570568341753681	0.16958857412039094	17.9792127442424	27.411187884361	804.9822680534461	0.37007845793703603	22.6952003143017	276.0158489418949	expressed	0.00135715841614113	0.00441042792238182	-9.200345777085634	-5.088081336829958	hESC
ENST00000379811.3_2	ENSG00000125144.13_2	MT1G	protein_coding	protein_coding	protein_coding	618.718321972992	651.417271350709	0.268712658097885	0.0	0.0	0.15717197424675194	635.0677966618505	0.1343563290489425	0.07858598712337599	211.76024632600758	expressed	0.00432790001027133	0.00657586649301308	-9.131162839003183	-9.203895540511962	hESC
ENST00000444837.6_2	ENSG00000125144.13_2	MT1G	protein_coding	protein_coding	protein_coding	197.13606991936797	228.166640714403	0.0	0.0	0.0	0.000858449577243718	212.65135531688546	0.0	0.000429224788621859	70.88392818055804	expressed	0.00032758622398885897	0.0028240853672495602	-7.739114658690532	-7.738495551075225	hESC
ENST00000507160.5_1	ENSG00000164265.8_1	SCGB3A2	protein_coding	protein_coding	protein_coding	614.6639228738	613.82575460005	49.1556660127347	62.314481047903	0.994909097992659	1.6413005507310805	614.244838736925	55.73507353031885	1.3181048243618696	223.76600569720188	expressed	0.00040971931162798797	0.00290431538092522	-3.4388478622241982	-8.052071033522228	hESC
ENST00000504320.5_1	ENSG00000164265.8_1	SCGB3A2	protein_coding	protein_coding	protein_coding	510.99391966400805	539.448414869412	35.904619465353704	40.526675511838704	4.24980111232138	2.65764146120764	525.2211672667099	38.21564748859621	3.4537212867645097	188.9635120140236	expressed	0.000351273060734306	0.0028240853672495602	-3.74616795610366	-6.884514194606229	hESC
ENST00000514688.1_1	ENSG00000164265.8_1	SCGB3A2	protein_coding	protein_coding	protein_coding	87.7478275125482	81.3180426032019	35.8496957200617	43.9687024095329	0.26249493713226	0.332305731500932	84.53293505787505	39.909199064797306	0.297400334316596	41.57984481899632	expressed	0.00175231748802441	0.0029387038556298	-1.0640547549525827	-6.042784426047946	hESC
ENST00000542931.5_1	ENSG00000241186.8_2	TDGF1	protein_coding	protein_coding	protein_coding	597.950594543652	598.814674729572	548.280955682451	528.533556836749	1.48119532566921	1.3910502085458505	598.382634636612	538.4072562596	1.4361227671075298	379.4086712211065	expressed	0.0162645700129725	0.0028240853672495602	-0.15210235732915384	-7.942746637427982	hESC
ENST00000493282.5_1	ENSG00000241186.8_2	TDGF1	protein_coding	protein_coding	protein_coding	273.998692845287	261.010507860835	244.132640590061	266.901982091001	0.0	0.0313849414832278	267.504600353061	255.517311340531	0.0156924707416139	174.34586805477787	expressed	0.008353894974101871	0.00331202811215408	-0.06589061554921986	-8.046339344218312	hESC
ENST00000296145.5_1	ENSG00000241186.8_2	TDGF1	protein_coding	protein_coding	protein_coding	47.6834878749271	47.6674953948196	42.3035567195698	45.342549515986	0.0	0.0	47.67549163487335	43.8230531177779	0.0	30.499514917550417	expressed	0.00974375760714338	0.0028240853672495602	-0.1189546293832306	-5.60512364549419	hESC
ENST00000254231.4_1	ENSG00000131914.10_1	LIN28A	protein_coding	protein_coding	protein_coding	582.889856590034	541.1324743594249	258.77327704581404	249.847962039986	174.528022700111	164.486676210861	562.0111654747295	254.3106195429	169.50734945548598	328.6097114910385	expressed	0.00139992142784322	0.00848081834952229	-1.14090998638522	-1.7233296079730849	hESC
ENST00000326279.10_1	ENSG00000131914.10_1	LIN28A	protein_coding	protein_coding	protein_coding	99.8664031776725	102.82092372420601	63.357654791982895	62.585434902593896	69.6423181878046	98.52493125106692	101.34366345093927	62.9715448472884	84.08362471943576	82.79961100588781	expressed	0.0028277612348697	0.278258811827011	-0.6779195530883083	-0.2664683803010168	hESC
ENST00000332374.4_1	ENSG00000205358.3_1	MT1H	protein_coding	protein_coding	protein_coding	488.19580327349297	550.5320456860929	0.5548643949097559	0.0688747213773868	0.113030239208263	0.0603053441604949	519.363924479793	0.31186955814357137	0.08666779168437895	173.25415394320703	expressed	0.00342194626650654	0.00300419423628165	-8.631752859896697	-8.903466179538322	hESC
ENST00000328111.6_1	ENSG00000088305.18_1	DNMT3B	protein_coding	protein_coding	protein_coding	424.22618436788	426.488177157832	36.371656882337106	39.754442683103	0.58948733050127	0.236166653667535	425.357180762856	38.06304978272006	0.4128269920844025	154.61101917922014	expressed	0.000294335267131665	0.00684814692495514	-3.4481860601285192	-8.237333933580144	hESC
ENST00000498273.1_1	ENSG00000240563.1_1	L1TD1	protein_coding	protein_coding	protein_coding	405.37493715275	402.447794106535	145.27246378088	148.875379001833	15.828662811281701	13.797848076131102	403.91136562964255	147.07392139135652	14.813255443706401	188.59951415490184	expressed	0.000616557380600645	0.0028240853672495602	-1.4512885619961953	-4.678399831037167	hESC
ENST00000276603.9_1	ENSG00000147601.13_1	TERF1	protein_coding	protein_coding	protein_coding	310.188159518497	308.538623792503	22.9929555316031	23.2909787640623	13.9972121044913	10.3507592109037	309.3633916555	23.141967147832705	12.173985657697502	114.89311482034338	expressed	0.000294335267131665	0.0028240853672495602	-3.684343256719913	-4.558194607401692	hESC
ENST00000276602.10_1	ENSG00000147601.13_1	TERF1	protein_coding	protein_coding	protein_coding	210.683835682765	215.790280664161	10.601281685112	10.3706637026508	11.2326634890569	10.939219561391196	213.23705817346297	10.4859726938814	11.085941525224051	78.26965746418948	expressed	0.000294335267131665	0.0028240853672495602	-4.221263113169791	-4.147806283175268	hESC
ENST00000335658.6_1	ENSG00000121570.12_1	DPPA4	protein_coding	protein_coding	protein_coding	296.39967509064996	279.21328167954397	39.8221581131966	39.7643284882394	19.3774483995849	19.5388671391379	287.8064783850969	39.793243300718004	19.4581577693614	115.68595981839212	expressed	0.000367570502127928	0.0028240853672495602	-2.8237009850430974	-3.819354961291765	hESC
ENST00000495679.5_1	ENSG00000121570.12_1	DPPA4	protein_coding	protein_coding	protein_coding	68.8769992711916	67.2428296436091	3.5213191135437705	3.9132011851428095	0.192311144982617	0.0	68.05991445740034	3.71726014934329	0.0961555724913085	23.957776726411648	expressed	0.000878603114738117	0.0201886205355013	-3.8718274766707412	-5.977324073924898	hESC
ENST00000475135.1_1	ENSG00000121570.12_1	DPPA4	protein_coding	protein_coding	protein_coding	60.2289001928163	54.168774260713995	8.453407149315138	8.52428930359675	1.04824822786384	0.492042652953032	57.19883722676514	8.488848226455945	0.7701454404084359	22.15261029787651	expressed	0.000425400288227333	0.00342447213322878	-2.6166854432994087	-5.039050522952984	hESC
ENST00000463966.5_1	ENSG00000121570.12_1	DPPA4	protein_coding	protein_coding	protein_coding	50.0211512431731	38.568131131427705	4.18647085446764	7.42359818677116	0.0	0.0197266550696778	44.29464118730039	5.805034520619401	0.0098633275348389	16.70317967848488	expressed	0.0040933780045659994	0.00448011318736709	-2.7346659896270387	-5.487108414563034	hESC
ENST00000299529.6_1	ENSG00000166426.7_1	CRABP1	protein_coding	protein_coding	protein_coding	278.313813278077	280.924647942813	20.5454702711983	21.227551967162	1.28826006277132	2.41651567033032	279.61923061044496	20.88651111918015	1.85238786655082	100.78604319872534	expressed	0.000314562771336713	0.00361007100486513	-3.6804999779760665	-6.620299896642103	hESC
ENST00000223271.7_1	ENSG00000106538.9_1	RARRES2	protein_coding	protein_coding	protein_coding	250.32538429596198	247.09640385257302	31.5625520205817	26.9228258838405	1.58429284758322	3.20551246155159	248.71089407426754	29.242688952211093	2.394902654567405	93.44949522701536	expressed	0.000784671212506082	0.00451962914676294	-3.0456004387763747	-6.200744745278839	hESC
ENST00000327347.9_1	ENSG00000086475.14_1	SEPHS1	protein_coding	protein_coding	protein_coding	243.651884648866	243.70020229565895	35.7453564244628	36.24645207419661	28.476404140295898	23.4845395293481	243.6760434722625	35.995904249329705	25.980471834822	101.88413985213806	expressed	0.000367570502127928	0.00305503212370707	-2.7254353858173865	-3.180885368825478	hESC
